IdNumber_Numero-db|MikanNumber_Numero-MIKAN|Title-Titre|Image-Number_Numero-Image|ImageUrl|Access_Condition-acces|Branch_Service|DateIssued_Date|Description|Location_Endroit|Photographer_Photographe|Subject_Sujet
2514|3596208|Unidentified infantrymen of the 2nd Canadian Infantry Division, who are taking a sniping - stalking-camouflage training course, displaying a camouflaged poncho used to provide additional cover. England, 23 April 1943.|a211641-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211641-v6|Credit: Lieut. Dwight E. Dolan / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211641       @Restrictions on use: Nil       @Copyright: Expired|Army|April 23, 1943.||England:|Dolan, Dwight E.|Army.
2515|3596209|An unidentified infantryman of the 2nd Canadian Infantry Division, who is armed with a sniper rifle and scope, taking part in a sniping-stalking-camouflage training course, England, 23 April 1943.|a211642-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211642-v6|Credit: Lieut. Frederick G. Whitcombe / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211642       @Restrictions on use: Nil       @Copyright: Expired|Army|April 23, 1943.||England:|Whitcombe, Frederick G.|Army.
2516|3596210|An unidentified infantryman of the 2nd Canadian Infantry Division calibrating his sniper scope  while taking part in a sniping-stalking-camouflage training course, England, 23 April 1943.|a211643-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211643-v6|Credit: Lieut. Frederick G. Whitcombe / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211643       @Restrictions on use: Nil       @Copyright: Expired|Army|April 23, 1943.||England:|Whitcombe, Frederick G.|Army.
2517|3596443|Regimental Sergeant-Major H.K. Duckett of the 1st Canadian Parachute Battalion pauses during the battalion’s advance from Celle to Harstedt, Germany, 19 April 1945.|a211663-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211663-v6|Credit: Lieut. Charles H. Richer / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211663       @Restrictions on use: Nil       @Copyright: Expired|Army|April 19, 1945.||Germany:|Richer, Charles H.|Army.
2518|3596554|Personnel of the Canadian Army Show loading equipment into a truck, Guildford, England, 21 June 1945.|a211723-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211723-v6|Credit: Capt. Harold D. Robinson / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211723       @Restrictions on use: Nil       @Copyright: Expired|Army|June 21, 1945.|(L-R): Captain Maurice Burke of The British Columbia Dragoons, the Show’s liaison officer; Private Daphne Marshall; driver Luther Daniels.|Guildford, England,:|Robinson, Harold D.|Army.
2519|3596657|Corporal S. Kormendy and Sergeant H.A. Marshall of The Calgary Highlanders cleaning the telescopic sights of their No.4 MkI(T) rifles during a scouting, stalking and sniping course, Kapellen, Belgium, 6 October 1944.|a211725-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211725-v6|Credit: Lieut. Ken Bell / Canada. Dept. of National Defence  / Library and Archives Canada / PA-211725       @Restrictions on use: Nil       @Copyright: Expired|Army|October 6, 1944.|Both men are wearing Dennison smocks and camouflaged head scarves.|Kapellen, Belgium:|Bell, Ken.|Army.
2520|3596658|Sergeant H.A. Marshall of The Calgary Highlanders cleans the telescopic sight of his No.4, MkI(T) rifle during a scouting, stalking and sniping course, Kapellen, Belgium, 6 October 1944.|a211726-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211726-v6|Credit: Lieut. Ken Bell / Canada. Dept. of National Defence / Library and Archives Canada / PA-211726       @Restrictions on use: Nil       @Copyright: Expired|Army|October 6, 1944.|He wears a Dennison smock and a camouflaged head scarf.|Kapellen, Belgium:|Bell, Ken.|Army.
2521|3596659|An unidentified infantryman of The Calgary Highlanders uses a pair of Mk.II Standard No.2 binoculars to observe enemy movements during a scouting, stalking and sniping training course, Kapellen, Belgium, 6 October 1944.|a211727-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211727-v6|Credit: Lieut. Ken Bell / Canada. Dept. of National Defence / Library and Archives Canada / PA-211727       @Restrictions on use: Nil       @Copyright: Expired|Army|October 6, 1944.|He wears a Dennison smock and a camouflaged head scarf.|Kapellen, Belgium:|Bell, Ken.|Army.
2522|3596660|Corporal S. Kormendy of The Calgary Highlanders, who is wearing a Dennison smock and a camouflaged head scarf, takes a concelead firing position in a cornfield during a scouting, stalking and sniping course, Kapellen, Belgium, 6 October 1944.|a211728-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211728-v6|Credit: Lieut. Ken Bell / Canada. Dept. of National Defence  / Library and Archives Canada / PA-211728       @Restrictions on use: Nil       @Copyright: Expired|Army|October 6, 1944.||Kapellen, Belgium:|Bell, Ken.|Army.
2523|3596661|Sergeant H.A. Marshall (left) and Corporal S. Kormendy, both of The Calgary Highlanders,  observing terrain from a concelead firing position during a scouting, stalking and sniping course, Capellen, Belgium,  6 October 1944.|a211729-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211729-v6|Credit: Lieut. Ken Bell / Canada. Dept. of National Defence  / Library and Archives Canada / PA-211729       @Restrictions on use: Nil       @Copyright: Expired|Army|October 6, 1944.|Both men wear Dennison smocks and camouflaged head scarves. Sergeant Marshall seeks out possible targets through his telescopic rifle sight, while Corporal Kormendy surveys the terrain with a pair of Mk II Standard No.2 binoculars|Capellen, Belgium:|Bell, Ken.|Army.
2524|3596690|Personnel of The Navy Show visiting H.M.C.S. LEASIDE, England, January 1945.|a211740-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211740-v6|Credit: Lt F. Roy Kemp / Canada. Dept. of National Defence  / Library and Archives Canada / PA-211740       @Restrictions on use: Nil       @Copyright: Expired|Navy|January 1945.|(L-R): Able Seaman William Mykytyn, Tal Frank, Chief Shipwright Toy Stetsheson, Able Seaman Bill Kirkpatrick, Leading Stoker Maurice Arbour, Stoker George Steplock and Stoker Alex King|England:|Kemp, Franklin Roy.|Royal Canadian Navy (R.C.N.)
2525|3596795|Infantrymen of The Queen’s Own Rifles of Canada taking a break during their sniper training course, England, 21 April 1944.|a211817-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211817-v6|Credit: Lieut. Frank L. Dubervill / Canada. Dept. of National Defence / Library and Archives Canada / PA-211817       @Restrictions on use: Nil       @Copyright: Expired|Army|April 21, 1944.|(L-R): Riflemen W.G. Bettridge, A.T. Shepard, W.A. Lyons, L.H. Oddy and E.W. Cranfield.|England:|Dubervill, Frank L.|Army.
2526|3596796|Rifleman J.J. Showers of The Queen’s Own Rifles of Canada, who is armed with a No.4Mk1(T) rifle fitted with a Canadian Mk1 Observing Sniper Telescope, observing and noting enemy movements from a concealed position during a training exercise, England, 21 April 1944.|a211818-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211818-v6|Credit: Lieut. Frank L. Dubervill / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211818       @Restrictions on use: Nil       @Copyright: Expired|Army|April 21, 1944.||England:|Dubervill, Frank L.|Army.
2527|3596854|Personnel examining the damaged tiller flat of H.M.C.S. QU’APPELLE, England, 16 August 1944.|a211858-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211858-v6|Credit: Lt Richard G. Arless / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211858       @Restrictions on use: Nil       @Copyright: Expired|Navy|August 16, 1944.||England:|Arless, Richard Graham, 1919-|Royal Canadian Navy (R.C.N.)
2528|3596863|Company Sergeant-Major Donald Sung, who served with the South East Asia Command (SEAC) as a guerilla fighter, is awaiting repatriation to Canada, No.1 Repatriation Depot (Canadian Army Miscellaneous Units), Tweedsmuir Camp, Thursley, England, 27 November 1945.|a211878-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211878-v6|Credit: Sgt. Karen M. Hermiston / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211878       @Restrictions on use: Nil       @Copyright: Expired|Army|November 27, 1945.||Thursley, England:|Hermiston, Karen M.|Army.
2529|3596864|Five Chinese-Canadian soldiers who served with the South East Asia Command (SEAC) as guerilla fighters an are awaiting repatriation to Canada, No.1 Repatriation Depot (Canadian Army Miscellaneous Units), Tweedsmuir Camp, Thursley, England, 22 November 1945.|a211879-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211879-v6|Credit: Sgt. Karen M. Hermiston / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211879       @Restrictions on use: Nil       @Copyright: Expired|Army|November 22, 1945.|(L-R): Privates O. Lee, F. Lee, G.A. Lee, W. Lee, K.D. Wong and J.H. Ma.|Thursley, England:|Hermiston, Karen M.|Army.
2530|3596865|Chinese-Canadian soldiers from Vancouver, British Columbia, Canada, who served with the South East  Asia Command (SEAC), awaiting repatriation to Canada, No.1 Repatriation Depot (Canadian Army Miscellaneous Units), Tweedsmuir Camp, Thursley, England, 27 November 1945.|a211880-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211880-v6|Credit: Sgt. Karen M. Hermiston / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211880       @Restrictions on use: Nil       @Copyright: Expired|Army|November 27, 1945.|(Front row, L-R): Lance-Corporal C. Lum, Corporal R.W.J. Lee, Company Sergeant-Major D. Sung, Sergeants C. Hoy and M. Chiu. (Rear row, L-R): Lance-Corporal D. Yo, Corporal Y.M. Wong, Corporal C.P. Wong, Sergeant H.B.D. Lee, Lance-Corporal R.W. Yeastings.|Thursley, England:|Hermiston, Karen M.|Army.
2531|3598201|Group of Canadian Army officers selected to undergo parachute training at the U.S. Army Parachute School at Fort Benning, Georgia, preparing to leave Ottawa, Ontario, Canada, August 1942.|a211920-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211920-v6|Credit: Malak / Canada. Dept. of National Defence  / Library and Archives Canada / PA-211920       @Restrictions on use: Nil       @Copyright: Expired|Army|August 1942.|The officer kneeling in front is unknown. (Standing, L-R): Lieutenant Marcel Coté, Major R.F. Routh and Lieutenant H.K. Robinson.|Ottawa, Ontario, Canada:|Malak.|Army.
2532|3598684|Unidentified Canadian soldiers, who are wearing greatcoats, web equipment, and steel helmets, Petawawa, Ontario, Canada, 1943.|a211982-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211982-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-211982       @Restrictions on use: Nil       @Copyright: Expired|Army|1943.||Petawawa, Ontario, Canada:|Unknown.|Army.
2533|3598693|Unidentified personnel of the 13th Infantry Brigade Group disembarking from a United States transport returning from Operation COTTAGE, the attack on Kiska. British Columbia, Canada, ca. November 1943 - January 1944.|a211991-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211991-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-211991       @Restrictions on use: Nil       @Copyright: Expired|Army|ca. November 1943 - January 1944.||British Columbia, Canada:|Unknown.|Army.
2534|3599654|Troopers of the Three Rivers Regiment in a jeep, England, 22 July 1942.|a213504-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213504-v6|Credit: Lieut. C.E. Nye / Canada.  Dept. of National Defence / Library and Archives Canada / PA-213504       @Restrictions on use: Nil       @Copyright: Expired|Army|July 22, 1942||England,|Nye, Lt. C.E.|Military - Units - Three Rivers Regiment.@Transportation - Land - Jeep.@England.@Army.
2535|3599664|An unidentified crew commander of the 8th Princess Louise’s (New Brunswick) Hussars looking into his Sherman tank’s access hatch during a predicted tank shoot, Italy, 2 March 1944.|a213559-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213559-v6|Credit: Lieut. Alex M. Stirton / Canada.  Dept. of National Defence / Library and Archives Canada / PA-213559       @Restrictions on use: Nil       @Copyright: Expired|Army|March 2, 1944.|A Bren gun is installed next to the hatch.|Italy:|Stirton, Alexander MacKenzie.|Army.
2536|3599666|An unidentified crew commander of the 8th Princess Louise’s (New Brunswick) Hussars in the hatch of his Sherman tank giving firing orders to his gunner during a predicted mass tank firing exercise, Italy, 2 March 1944.|a213561-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213561-v6|Credit: Lieut. Alex M. Stirton / Canada.  Dept. of National Defence / Library and Archives Canada / PA-213561       @Restrictions on use: Nil       @Copyright: Expired|Army|March 2, 1944.|Two Bren machine guns are mounted directly behind the crew commander.|Italy:|Stirton, Alexander MacKenzie.|Army.
2537|3599741|Infantrymen of The Edmonton Regiment taking part in Operation GAUNTLET landing at Barentsberg, Spitsbergen, 25 August 1941.|a213566-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213566-v6|Credit: Ross Munro / Canada.  Dept. of National Defence / Library and Archives Canada / PA-213566       @Restrictions on use: Nil       @Copyright: Expired|Army|August 25, 1941.||Barentsberg, Spitsbergen:|Munro, Ross.|Army.
2538|3599743|Norwegian infantrymen taking part in Operation GAUNTLET at Longyearby, Spitsbergen, ca. 25-31 August 1941.|a213568-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213568-v6|Credit: Ross Munro / Canada.  Dept. of National Defence / Library and Archives Canada / PA-213568       @Restrictions on use: NIL       @Copyright: Expired|Army|ca. August 25-31, 1941.||Longyearby, Spitsbergen:|Munro, Ross.|Army.
2539|3599744|Lieutenant J. Kostelec of Calgary, Alberta, Canada, and Lieutenant H.C. Wilson of Olympia, Washington, United States, both officers of the First Special Service Force, standing outside a clearing station at Noci, near the Force’s next objective, Radicoso, Italy, 2 January 1944.|a213569-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213569-v6|Credit: Lieut. Frederick G. Whitcombe / Canada.  Dept. of National Defence / Library and Archives Canada / PA-213569       @Restrictions on use: Nil       @Copyright: Expired|Army|January 2, 1944.||Radicoso, Italy:|Whitcombe, Frederick G.|Army.
2540|3599747|Canadian and American soldiers examining abandoned Japanese submarines on Kiska, Aleutian Islands, 1 September 1943.|a213572-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213572-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-213572       @Restrictions on use: Nil       @Copyright: Expired|Army|September 1, 1943.||Kiska, Aleutian Islands:|Unknown.|Army.
2541|3599762|Debriefing of unidentified aircrew of No.428(Ghost) Squadron, Royal Canadian Air Force (R.C.A.F.), Middleton St. George, England, ca. April-August 1944.|a213602-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213602-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-213602       @Restrictions on use: Records must be consulted under supervision because of the size and weight of individual albums       @Copyright: Expired|Air Force|[ca. April-August 1944].||Middleton St. George, England,:|Unknown.|Royal Canadian Airforce (R.C.A.F.)
2542|3599772|Unidentified Canadian sniper taking part in an assault landing course, England, 12-26 April 1942.|a213632-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a213632-v6|Credit: Sgt. Al W. Grayston / Canada.  Dept. of National Defence / Library and Archives Canada / PA-213632       @Restrictions on use: Nil       @Copyright: Expired|Army|April 12-26, 1942||England,|Grayston, Sgt. Al W.|Weapons - Small Arms.@England.@Army.
